sentence1,sentence2,score,source
El flujo de caja descontado es una técnica utilizada para determinar el valor presente de los flujos de efectivo futuros de un proyecto o inversión.,La técnica del flujo de caja descontado se emplea para calcular el valor actual de los flujos de efectivo futuros de un proyecto o inversión.,1.0000,GPT
"El trastorno de conducta alimentaria denominado trastorno por atracón se caracteriza por episodios recurrentes de ingesta excesiva de alimentos, acompañados de una sensación de falta de control y sentimientos de culpa o vergüenza.","Los trastornos de conducta alimentaria, como el trastorno por atracón, se caracterizan por episodios recurrentes de comer en exceso, junto con una sensación de incapacidad para controlar la ingesta y una profunda sensación de culpa o vergüenza.",0.2000,GPT
La educación en derechos de los pueblos indígenas promueve el reconocimiento y respeto por la diversidad cultural y los derechos de las comunidades indígenas.,Promover el reconocimiento y respeto por la diversidad cultural y los derechos de las comunidades indígenas es el objetivo de la educación en derechos de los pueblos indígenas.,1.0000,GPT
El análisis de la varianza de medidas repetidas (ANOVA de medidas repetidas) se utiliza para comparar los efectos de un factor dentro de los mismos sujetos o unidades en diferentes momentos.,El ANOVA de medidas repetidas se emplea para evaluar si hay diferencias significativas entre los efectos de un factor en los mismos sujetos o unidades a lo largo del tiempo.,0.5000,GPT
"La educación en educación para la ciudadanía planetaria promueve la conciencia y la responsabilidad hacia los desafíos globales, como el cambio climático y la justicia social.","La educación para la ciudadanía planetaria fomenta la conciencia y la responsabilidad hacia los problemas globales, como el cambio climático y la equidad social.",0.8000,GPT
"Participar en actividades al aire libre, como caminar o practicar deportes, promueve la salud cardiovascular y la conexión con la naturaleza.","Realizar actividades al aire libre, como caminar o jugar algún deporte, puede mejorar la salud cardiovascular y ayudar a establecer un vínculo con el medio ambiente.",0.2000,GPT
¿En qué momento se pagan los bonos por desempeño?,¿Cuándo se otorgan los bonos por rendimiento?,0.6000,GPT
"El arte callejero en 3D crea ilusiones ópticas en el entorno urbano, desafiando la percepción del espectador.","Los murales 3D en la ciudad provocan una reacción emocional en el observador, desafiando la comprensión de la realidad.",0.5000,GPT
"La conquista de México por parte de los españoles, liderada por Hernán Cortés, resultó en la caída del Imperio Azteca y la incorporación del territorio a la corona española.","Hernán Cortés lideró la conquista de México, lo que provocó la destrucción del Imperio Azteca y la anexión de su territorio a la monarquía española.",0.4000,GPT
La educación en educación para la ciudadanía global y la interculturalidad fomenta la apertura y la comprensión hacia diferentes culturas y perspectivas.,Fomentar la apertura y la comprensión hacia diferentes culturas y perspectivas es una parte importante de la educación para la ciudadanía global e interculturalidad.,1.0000,GPT
"La Revolución Industrial en Argentina en el siglo XIX impulsó el desarrollo de la industria agrícola y ganadera, convirtiendo al país en uno de los principales productores de alimentos del mundo.","Durante el siglo XIX, la Revolución Industrial en Argentina contribuyó al crecimiento de la industria agrícola y ganadera, lo que llevó al país a convertirse en uno de los principales exportadores de alimentos del mundo.",0.8000,GPT
El pragmatismo moral sostiene que las acciones y las creencias deben evaluarse según su utilidad práctica y sus consecuencias.,"El pragmatismo moral sugiere que las decisiones deben tomarse en base a los resultados esperados, no a la moralidad o a la ética.",0.3000,GPT
"La práctica regular de ejercicios aeróbicos, como correr o nadar, mejora la resistencia cardiovascular y promueve la salud del corazón.","Realizar ejercicios aeróbicos con regularidad, como correr o nadar, contribuye a mejorar la resistencia cardiovascular y a promover la salud del corazón.",0.8000,GPT
¿Qué país es famoso por sus pirámides y la esfinge de Giza?,"El antiguo Egipto es reconocido por su legado arquitectónico, incluyendo sus monumentos famosos como las pirámides y la esfinge de Giza.",0.3000,GPT
¿Qué medidas se están tomando para mejorar el ambiente laboral?,¿Qué estrategias se están implementando para optimizar el entorno laboral?,0.9000,GPT
La estadística inferencial se ocupa de hacer generalizaciones o inferencias sobre una población a partir de una muestra.,Los estudios de estadística inferencial permiten extraer conclusiones generales sobre una población a partir de una selección de datos.,0.4000,GPT
El género del reguetón ha ganado popularidad a nivel mundial y se caracteriza por su ritmo pegajoso y letras provocativas.,"El reguetón ha influenciado a otros géneros musicales alrededor del mundo, mezclando ritmos pegajosos con letras que reflejan la cultura de sus orígenes.",0.3000,GPT
El método de remuestreo leave-one-out (LOO) es una técnica utilizada en validación cruzada para evaluar el rendimiento predictivo de un modelo eliminando una observación a la vez.,"La validación cruzada es una técnica ampliamente utilizada para evaluar el rendimiento de un modelo, ya sea mediante el método de remuestreo leave-one-out (LOO) o por otros métodos.",0.3000,GPT
¿Cuándo y dónde se celebró la primera edición del Festival de Woodstock?,¿Cuáles fueron las fecha y ubicación de la primera edición del Festival de Woodstock?,0.6000,GPT
"El mercado negro de órganos se refiere a la compra y venta ilegal de órganos humanos, lo que plantea preocupaciones éticas y de salud.",La compraventa ilegal de órganos humanos a través del mercado negro genera graves cuestiones éticas y de salud pública.,0.2000,GPT
"La educación en educación para el aprendizaje basado en proyectos desarrolla habilidades de investigación, colaboración y resolución de problemas a través de proyectos prácticos.","Los proyectos prácticos desarrollan habilidades de colaboración, investigación y resolución de problemas, lo cual es una parte importante de la educación para el aprendizaje basado en proyectos.",0.4000,GPT
"La psicología clínica se dedica a la evaluación, el diagnóstico y el tratamiento de los trastornos mentales y emocionales, utilizando diversas técnicas terapéuticas.","La psicología clínica se ocupa de ayudar a las personas a superar los trastornos mentales y emocionales mediante la evaluación, el diagnóstico y el uso de diversas técnicas terapéuticas.",0.6000,GPT
¿Qué científico desarrolló la teoría de la evolución por selección natural?,¿Qué implicaciones tiene la teoría de la evolución por selección natural para la biología moderna?,0.3000,GPT
"Los premios de la televisión, como los Emmy, reconocen la excelencia en la industria televisiva.",Los parques nacionales de Estados Unidos ofrecen una variedad de experiencias naturales para los visitantes.,0.0000,GPT
¿Cómo se calcula el volumen de un cilindro?,¿Qué factores influyen en el volumen de un cilindro?,0.3000,GPT
"La construcción de las Líneas de Nazca en Perú, un conjunto de geoglifos en el desierto, es un enigma arqueológico que ha intrigado a los expertos durante siglos.","Durante siglos, los expertos han estado intrigados por el enigma arqueológico de las Líneas de Nazca en Perú, un conjunto de geoglifos en el desierto.",0.9000,GPT
¿Cómo se llama el proceso de transformación de un renacuajo en rana?,Los científicos han descubierto que el aumento de la temperatura global está afectando la migración de las aves.,0.0000,GPT
"La educación en educación para el enfoque de habilidades del siglo XXI, como la colaboración, la comunicación, la creatividad y el pensamiento crítico, desarrolla las habilidades necesarias para tener éxito en el mundo actual.","La educación centrada en habilidades del siglo XXI, como la colaboración, la comunicación, la creatividad y el pensamiento crítico, prepara a los estudiantes para el éxito en el mundo de hoy.",0.9000,GPT
¿Qué país es conocido por la Torre de Pisa?,"Italia es famosa por muchos de sus monumentos históricos, incluyendo la Torre de Pisa.",0.5000,GPT
El diseño de espacios públicos crea entornos atractivos y funcionales que promueven la interacción social y la conexión comunitaria.,La arquitectura urbana puede contribuir a la cohesión social al mejorar la calidad de vida de los habitantes de una ciudad.,0.3000,GPT
La escritura periodística de crónica nos sumerge en reportajes detallados y narrativos sobre eventos y sucesos de interés.,Los reportajes periodísticos de crónica nos ofrecen una visión detallada y narrativa de los acontecimientos y sucesos de relevancia.,0.8000,GPT
"¿Qué famoso escritor francés escribió ""Los Miserables""?",El equipo de fútbol francés ganó la Copa del Mundo en 1998.,0.0000,GPT
