texto_machista,texto_inclusivo,nivel,subcategoria,pais,contexto,marcadores_linguisticos,explicacion
"No mames, qué dramática eres",Respeto tu opinión,explicito,insultos_genero,México,educativo,"['mames,' 'dramática' 'eres']",Utiliza insultos específicos contra mujeres
Mujer no opines chale,¿Qué pasó?,explicito,insultos_genero,México,laboral,['mujer' 'opines' 'chale'],Utiliza insultos específicos contra mujeres
"Neta, callate mujer",Veo que estás molesta,explicito,insultos_genero,México,social,"['neta,' 'callate' 'mujer']",Utiliza insultos específicos contra mujeres
No tienes cerebro para eso,¿Te ayudo?,explicito,desvalorizacion_capacidades,México,social,['tienes' 'cerebro' 'para'],Cuestiona capacidades por género
"Compa, las chavas no saben de deportes",El talento no tiene género,explicito,desvalorizacion_capacidades,México,redes_sociales,"['compa,' 'chavas' 'saben' 'deportes']",Cuestiona capacidades por género
Mejor ocúpate de la casa,¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,citas,['mejor' 'ocúpate' 'casa'],Cuestiona capacidades por género
"Chale, no puedes con eso",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,redes_sociales,"['chale,' 'puedes']",Cuestiona capacidades por género
"Wey, no puedes con eso",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,pareja,"['wey,' 'puedes']",Cuestiona capacidades por género
Mejor dedícate a otra cosa,El talento no tiene género,explicito,desvalorizacion_capacidades,México,social,['mejor' 'dedícate' 'otra' 'cosa'],Cuestiona capacidades por género
"Güey, eso requiere lógica compa",El talento no tiene género,explicito,desvalorizacion_capacidades,México,pareja,"['güey,' 'requiere' 'lógica' 'compa']",Cuestiona capacidades por género
"Neta, mejor llama a un hombre",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,citas,"['neta,' 'mejor' 'llama' 'hombre']",Cuestiona capacidades por género
"Mira, déjale eso a un hombre",El talento no tiene género,explicito,desvalorizacion_capacidades,México,citas,"['mira,' 'déjale' 'hombre']",Cuestiona capacidades por género
"Güey, eso requiere lógica",El talento no tiene género,explicito,desvalorizacion_capacidades,México,redes_sociales,"['güey,' 'requiere' 'lógica']",Cuestiona capacidades por género
"Mira, las morraes son malas para liderar",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,pareja,"['mira,' 'morraes' 'malas' 'para']",Cuestiona capacidades por género
Déjale eso a un hombre güey,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,educativo,['déjale' 'hombre' 'güey'],Cuestiona capacidades por género
"Neta, no tienes cerebro para eso, así que",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,calle,"['neta,' 'tienes' 'cerebro' 'para']",Cuestiona capacidades por género
"Wey, ese trabajo es muy pesado",El talento no tiene género,explicito,desvalorizacion_capacidades,México,familia,"['wey,' 'trabajo' 'pesado']",Cuestiona capacidades por género
"Órale, mejor dedícate a otra cosa",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,redes_sociales,"['órale,' 'mejor' 'dedícate' 'otra']",Cuestiona capacidades por género
Las mujeres no pueden programar wey,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,educativo,['mujeres' 'pueden' 'programar'],Cuestiona capacidades por género
"Órale, ese trabajo es muy pesado",¿Te ayudo?,explicito,desvalorizacion_capacidades,México,familia,"['órale,' 'trabajo' 'pesado']",Cuestiona capacidades por género
"Wey, ese trabajo es muy pesado güey",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,redes_sociales,"['wey,' 'trabajo' 'pesado' 'güey']",Cuestiona capacidades por género
"Chale, no entiendes de mecánica",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,redes_sociales,"['chale,' 'entiendes' 'mecánica']",Cuestiona capacidades por género
No puedes con eso,¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,citas,['puedes'],Cuestiona capacidades por género
"No mames, las mujeres no saben de tecnología",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,educativo,"['mames,' 'mujeres' 'saben' 'tecnología']",Cuestiona capacidades por género
"Wey, mejor ocúpate de la casa",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,redes_sociales,"['wey,' 'mejor' 'ocúpate' 'casa']",Cuestiona capacidades por género
"Las mujeres no pueden programar, chale",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,citas,"['mujeres' 'pueden' 'programar,' 'chale']",Cuestiona capacidades por género
"Güey, no entiendes de mecánica, mira",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,familia,"['güey,' 'entiendes' 'mecánica,' 'mira']",Cuestiona capacidades por género
Las mujeres no pueden programar,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,familia,['mujeres' 'pueden' 'programar'],Cuestiona capacidades por género
"Déjale eso a un hombre, mira",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,educativo,"['déjale' 'hombre,' 'mira']",Cuestiona capacidades por género
"Mejor dedícate a otra cosa, güey",El talento no tiene género,explicito,desvalorizacion_capacidades,México,redes_sociales,"['mejor' 'dedícate' 'otra' 'cosa,']",Cuestiona capacidades por género
Eso requiere lógica órale,¿Te ayudo?,explicito,desvalorizacion_capacidades,México,citas,['requiere' 'lógica' 'órale'],Cuestiona capacidades por género
"Mejor llama a un hombre, así que, compa",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,pareja,"['mejor' 'llama' 'hombre,' 'que,']",Cuestiona capacidades por género
"Ese trabajo es muy pesado, órale",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,redes_sociales,"['trabajo' 'pesado,' 'órale']",Cuestiona capacidades por género
Eso es muy técnico para ti wey,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,calle,['técnico' 'para'],Cuestiona capacidades por género
Las chavaes no pueden programar,Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,familia,['chavaes' 'pueden' 'programar'],Cuestiona capacidades por género
Ese trabajo es muy pesado,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,redes_sociales,['trabajo' 'pesado'],Cuestiona capacidades por género
No entiendes de mecánica,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,laboral,['entiendes' 'mecánica'],Cuestiona capacidades por género
Las chavas no saben de deportes,El talento no tiene género,explicito,desvalorizacion_capacidades,México,familia,['chavas' 'saben' 'deportes'],Cuestiona capacidades por género
Las mujeres son malas para liderar,El talento no tiene género,explicito,desvalorizacion_capacidades,México,educativo,['mujeres' 'malas' 'para' 'liderar'],Cuestiona capacidades por género
"Órale, eso no es para mujeres",¿Te ayudo?,explicito,desvalorizacion_capacidades,México,familia,"['órale,' 'para' 'mujeres']",Cuestiona capacidades por género
"No entiendes de mecánica, chale",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,laboral,"['entiendes' 'mecánica,' 'chale']",Cuestiona capacidades por género
"Las mujeres no pueden programar, compa",El talento no tiene género,explicito,desvalorizacion_capacidades,México,social,"['mujeres' 'pueden' 'programar,' 'compa']",Cuestiona capacidades por género
Eso no es para mujeres,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,educativo,['para' 'mujeres'],Cuestiona capacidades por género
"Neta, eso requiere lógica",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,pareja,"['neta,' 'requiere' 'lógica']",Cuestiona capacidades por género
"Compa, eso no es para mujeres",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,social,"['compa,' 'para' 'mujeres']",Cuestiona capacidades por género
"Eso requiere lógica, mira órale",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,calle,"['requiere' 'lógica,' 'mira' 'órale']",Cuestiona capacidades por género
"Órale, no entiendes de mecánica, mira",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,calle,"['órale,' 'entiendes' 'mecánica,' 'mira']",Cuestiona capacidades por género
"Las mujeres son malas para liderar, chale",El talento no tiene género,explicito,desvalorizacion_capacidades,México,redes_sociales,"['mujeres' 'malas' 'para' 'liderar,']",Cuestiona capacidades por género
"No entiendes de mecánica, o sea güey",El talento no tiene género,explicito,desvalorizacion_capacidades,México,social,"['entiendes' 'mecánica,' 'güey']",Cuestiona capacidades por género
"No tienes cerebro para eso, compa",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,citas,"['tienes' 'cerebro' 'para' 'eso,']",Cuestiona capacidades por género
"Mejor ocúpate de la casa, o sea",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,redes_sociales,"['mejor' 'ocúpate' 'casa,']",Cuestiona capacidades por género
"Chale, mejor ocúpate de la casa",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,educativo,"['chale,' 'mejor' 'ocúpate' 'casa']",Cuestiona capacidades por género
"Las mujeres no saben de tecnología, órale",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,calle,"['mujeres' 'saben' 'tecnología,' 'órale']",Cuestiona capacidades por género
No tienes cerebro para eso órale,¿Te ayudo?,explicito,desvalorizacion_capacidades,México,redes_sociales,['tienes' 'cerebro' 'para' 'órale'],Cuestiona capacidades por género
Mejor ocúpate de la casa mira,Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,calle,['mejor' 'ocúpate' 'casa' 'mira'],Cuestiona capacidades por género
Eso requiere lógica,Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,social,['requiere' 'lógica'],Cuestiona capacidades por género
"Mejor llama a un hombre, no mames",¿Te ayudo?,explicito,desvalorizacion_capacidades,México,educativo,"['mejor' 'llama' 'hombre,' 'mames']",Cuestiona capacidades por género
"Neta, mejor ocúpate de la casa neta",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,educativo,"['neta,' 'mejor' 'ocúpate' 'casa']",Cuestiona capacidades por género
Eso es muy técnico para ti,¿Te ayudo?,explicito,desvalorizacion_capacidades,México,pareja,['técnico' 'para'],Cuestiona capacidades por género
"Mira, mejor dedícate a otra cosa, chale",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,familia,"['mira,' 'mejor' 'dedícate' 'otra']",Cuestiona capacidades por género
Las mujeres no saben de tecnología,Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,pareja,['mujeres' 'saben' 'tecnología'],Cuestiona capacidades por género
"Eso no es para mujeres, mira",¿Te ayudo?,explicito,desvalorizacion_capacidades,México,citas,"['para' 'mujeres,' 'mira']",Cuestiona capacidades por género
"Las mujeres son malas para liderar, compa",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,laboral,"['mujeres' 'malas' 'para' 'liderar,']",Cuestiona capacidades por género
"Wey, eso requiere lógica",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,citas,"['wey,' 'requiere' 'lógica']",Cuestiona capacidades por género
"Compa, no tienes cerebro para eso",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,educativo,"['compa,' 'tienes' 'cerebro' 'para']",Cuestiona capacidades por género
No puedes con eso órale,¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,social,['puedes' 'órale'],Cuestiona capacidades por género
"No mames, las mujeres son malas para liderar, compa",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,educativo,"['mames,' 'mujeres' 'malas' 'para']",Cuestiona capacidades por género
"No mames, mejor dedícate a otra cosa chale",El talento no tiene género,explicito,desvalorizacion_capacidades,México,pareja,"['mames,' 'mejor' 'dedícate' 'otra']",Cuestiona capacidades por género
"Chale, mejor ocúpate de la casa compa",El talento no tiene género,explicito,desvalorizacion_capacidades,México,social,"['chale,' 'mejor' 'ocúpate' 'casa']",Cuestiona capacidades por género
Ese trabajo es muy pesado órale,Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,educativo,['trabajo' 'pesado' 'órale'],Cuestiona capacidades por género
"Neta, no tienes cerebro para eso chale",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,laboral,"['neta,' 'tienes' 'cerebro' 'para']",Cuestiona capacidades por género
"Las mujeres no saben de tecnología, güey",Las habilidades se aprenden,explicito,desvalorizacion_capacidades,México,familia,"['mujeres' 'saben' 'tecnología,' 'güey']",Cuestiona capacidades por género
Las mujeres son malas para liderar chale,¿Te ayudo?,explicito,desvalorizacion_capacidades,México,citas,['mujeres' 'malas' 'para' 'liderar'],Cuestiona capacidades por género
"Compa, no entiendes de mecánica wey",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,social,"['compa,' 'entiendes' 'mecánica']",Cuestiona capacidades por género
"No mames, mejor dedícate a otra cosa",El talento no tiene género,explicito,desvalorizacion_capacidades,México,pareja,"['mames,' 'mejor' 'dedícate' 'otra']",Cuestiona capacidades por género
"Güey, no entiendes de mecánica",¿Te ayudo?,explicito,desvalorizacion_capacidades,México,familia,"['güey,' 'entiendes' 'mecánica']",Cuestiona capacidades por género
"Mejor dedícate a otra cosa, compa",¿Necesitas herramientas?,explicito,desvalorizacion_capacidades,México,educativo,"['mejor' 'dedícate' 'otra' 'cosa,']",Cuestiona capacidades por género
"Eso no es para mujeres, wey",Cada persona tiene sus talentos,explicito,desvalorizacion_capacidades,México,laboral,"['para' 'mujeres,']",Cuestiona capacidades por género
"Eso es muy técnico para ti, neta",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,redes_sociales,['técnico' 'para' 'neta'],Cuestiona capacidades por género
"Neta, no puedes con eso órale",Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,pareja,"['neta,' 'puedes' 'órale']",Cuestiona capacidades por género
Eso requiere lógica neta,Tu experiencia es valiosa,explicito,desvalorizacion_capacidades,México,calle,['requiere' 'lógica' 'neta'],Cuestiona capacidades por género
