"Texto","Sarcasmo"
"Hemos decidido hacer una maratón de películas este fin de semana con amigos.","0"
"«La salud mental necesita de más recursos públicos, la cabeza no es una pierna, cuando falla, falla todo»","0"
"El VAR revisará si los terremotos de 2013 en Castellón fueron provocados por Florentino Pérez","1"
"Así se hace una ensalada malagueña perfecta","0"
"Pagué todas mis deudas este mes y ahora me siento más aliviado.","0"
"El Real Madrid ficha por error al actor Christian Bale","1"
"Palabra de Nelson Mandela","0"
"«Las notas de audio que deja mamá en Whatsapp son ya el podcast más escuchado del momento»","1"
" ¿Quién entra para una vasectomía y sale con una cita?","0"
"Los cinco mejores locales de Barcelona para sentarse a hablar durante horas","1"
"Un hombre","0"
"Los bomberos rescatan a un tío enrollado","1"
"Mayor of Gibraltar holds reception for Team Reilly","0"
"Después de varias horas con la web colapsada, Renfe logra vender un billete del nuevo AVE de bajo coste","1"
"La terrible vida cotidiana bajo la ocupación israelí, las peripecias del conde de Villamediana, los mantras contra la inmigración y otros libros de la semana","0"
"Las aseguradoras solo cubrirán las pólizas de los motoristas canallas y solitarios que recorran carreteras remotas huyendo de su pasado","1"
"Vive ‘La cenerentola’ desde un palco del Liceu","0"
"Alcaraz pasa por encima de Wolf en un cómodo debut en París","0"
"Despiden a un camarero al descubrir que no era actor","1"
"María Torres luchará este domingo en su tercera final del año en una Premier League","0"
"El Gobierno de Lula sufre una derrota dolorosa en el Congreso","0"
"La UE inspecciona por sorpresa a nueve operadoras de telefonía móvil","0"
"Los ganaderos alertan de la reducción de un 20 por ciento en la oferta de toros para festejos en 2024","0"
"Toni García Arias, maestro: “Muchos padres les dicen a sus hijos que si les pegan se defiendan, que respondan con una agresión”","0"
"Alberto Garzón admite que ya ha perdido  todo el presupuesto anual del Ministerio de Consumo en las apuestas","1"
"La selección rumana se lleva el oro de las otras selecciones en los Juegos de Río","1"
"India concluye sus 44 días de votaciones con Modi a la cabeza de los sondeos","0"
"Melodías del 'reflaco' en el río de las mariposas","0"
"David Meca se pudre en una charca a la espera de un patrocinador","1"
"Iseo, viento cálido del norte","0"
"Aparece la silueta de Simba en una carretera española","1"
"Nada como las expectativas irreales para garantizar una relación feliz.","1"
"¿Has pasado la barrera de los 30? Dale a tu piel y a tus huesos el extra de colágeno que ahora necesitan","0"
"El UCAM Murcia sorprende al Unicaja y se adelanta en la semifinal de la ACB","0"
"¿Como lo sabes?","0"
"Málaga encara los desafíos de la cultura en CM: del humanismo digital a la sostenibilidad","0"
"Las secuoyas nos fascinan: estas son las más altas, grandes y espectaculares","0"
"Un Valencia liderado por Javi Guerra desnuda al Atlético","0"
"Efemérides de hoy: qué pasó un 25 de enero","0"
"Rubinstein, un ajedrecista frente a un espejo","0"
"Un loro está convencido de que es su dueño el que repite todo lo que él dice","1"
"Squash","0"
"Back-to-school and return to work triggers a spike in Covid infections in Spain","0"
"Dios lamenta que los españoles hayan antepuesto su salud a la Semana Santa","1"
"Un hombre en China ha consumido una sopa de pangolín que, si no se toman medidas ahora, podría provocar un colapso sanitario y económico de escala global","1"
"'Tous les garçon el les filles'","0"
"Pide un artículo de un sex shop y le informan de que es una tubería del local","1"
"La Guardia Civil dona cuscús","0"
"Empleos verdes, una revolución en ciernes","0"
"Científicos del Vaticano confirman que el alma humana son gases","1"
"'Kebab' de cordero en la calle","0"
"Felipe VI recuerda que no es responsable de nada de lo que hagan sus hermanas, su padre, su cuñado o él mismo","1"
"Duras protestas de grupos musulmanes acompañan la gira de Bush por India","0"
"Las marcas de perfume vuelven a humillar a los españoles con anuncios sofisticados en un idioma que no entienden","1"
"¿Qué es el coronavirus y cómo de preocupados deberíamos estar?","1"
"El juez responde a Begoña Gómez que sigue investigando “dos bloques” de la causa tras la cesión a la Fiscalía Europea","0"
"El Reino Unido detiene a Assange después de que Ecuador le retirase el asilo por no cumplir sus turnos de limpieza y comerse tres yogures del embajador","1"
"Últimos días para probar las hamburguesas de Dabiz Muñoz en Málaga","0"
"Uno de los empleados de la casa de mudanzas es demasiado orgulloso como para hacer dos viajes","1"
"María Guardiola sale de la UCI y se recupera en planta tras sufrir una infección","0"
"España consuma la crisis con Argentina y cesa oficialmente a su embajadora","0"
"Cómo dominar el noble arte del buen ‘sexting’","0"
"15 formas de referirse a los ‘simpatizantes’ de José Antonio Primo de Rivera para no tener que usar la palabra con F","1"
"Prueba un poquito.","0"
"Consejos para ahorrar en la cuesta de enero","1"
" Sí.","0"
"Svetlana Mojsov, química: “No sé si me borraron de la historia del Ozempic por ser una mujer”","0"
"Laura Delgado, una española en la élite del rugby","0"
"Los huevos caducados de la nevera ya empiezan a tener pelos rizados","1"
"Controlado un incendio declarado en un olivar abandonado en Ronda","0"
"Ponte Salvaje, el nuevo concepto de 'smash burguers' de Ohana que quiere conquistar a los malagueños","0"
"En busca de los restos de Miguel de Cervantes","0"
"Axl Rose sustituirá a Mariano Rajoy al frente del Partido Popular","1"
"Amenazar con partir la cara agiliza un 30% las gestiones administrativas","1"
"Zeus pierde las elecciones griegas por primera vez en 7900 años","1"
"Es un suero que necesito para no morir. Tengo tuve un día rudo y he recibido mucho daño. Estoy muy cerca de morir. Y el suero lo evitará.","0"
"Qué hacer si Juan Guaidó se autoproclama presidente de tu comunidad de vecinos","1"
"¿Quién expide el carné de comisario moral en bioética?","0"
"Uno de cada ocho muertos en accidente de tráfico había consumido cocaína","0"
"La noche en Blanco en 2024: actividades musicales, de danza y performances","0"
"La Economía se caricaturiza en la UMA","0"
"Un rápido vistazo a las playas españolas confirma que la operación bikini ha fracasado un año más","1"
"Alexandra Kolontai, la valquiria de la revolución rusa a la que acusaron de blanquear a Stalin","0"
"Planes navideños en Londres: pasear entre luces y mercados, cenar en un iglú y subir a las atracciones de Hyde Park","0"
"Necesito el zapato.","0"
"Los límites de la biomedicina","0"
"Los tiros libres, la pena del Barcelona","0"
"La caída generalizada de Instagram y Facebook obliga a millones de personas de todo el mundo a suscribirse a El Mundo Today","1"
"Raymond Loewy, y el automóvil","0"
"Qué emocionante es creer que el amor verdadero aparece justo cuando lo necesitas.","1"
"“Lo más importante del milenio fue lo que hizo Neil Armstrong”","0"
"El milagro de la vida","1"
"La presencia de alga asiática se vuelve «continua» en Benalmádena, donde ya se retiran cien toneladas al mes","0"
"Cómo mantener una higiene íntima correcta y productos adecuados para ello","0"
"Iñaki Gabilondo examina a Mariano Rajoy","0"
"El Gobierno destina 70,4 millones a Andalucía en ayudas para dar cobertura 5G a municipios de menos de 10.000 habitantes","0"
"CLM Activa, la radio que pone su luz roja al servicio de las causas justas en Ciudad Real","0"
"El megacohete Starship completa al cuarto intento un vuelo sin explotar","0"
"Del compositor prodigio al emperador tardío: Mozart y Nerva César Augusto","0"
"La criba escolar","0"
"Deja de levantarse cuando llora su bebé porque él no se levanta cuando llora ella","1"
"Un vestido negro con incrustaciones de pedrería conmueve en los Globos de Oro con un discurso contra Trump","1"
"Un creativo publicitario deja una nota de suicidio que no se entiende","1"
"Sopa fría de aguacate (por si no puedes más de gazpacho)","0"
"Por Dios, he visto esta tecnología antes. Este Rick estaba siendo controlado remotamente. Alguien más es el culpable. Este es el recibidor.","0"
"Utiliza un dron para dejar a su novia","1"
"Ya me voy.","0"
"Se gasta 100.000 euros de golpe al ver que su tarjeta estaba a punto de caducar","1"
"La memoria de Alejandro Magno está bajo las aguas de Madrid","0"
"Ah, sí, porque el amor lo cura todo... hasta el egoísmo y las mentiras.","1"
"Art shows and exhibitions currently on along on the Costa del Sol and in inland areas","0"
"Precariedad en la Administración","0"
"Felipe VI ya ha votado cuatro de las cincuenta veces que le corresponden","1"
"El fútbol americano","0"
"Un home inútil compra tampons Compak Súper Normal en lloc de tampons Pearl Compak Súper","1"
"Los creadores de 'Sálvame': «La televisión se ha vuelto muy conservadora y prejuiciosa»","0"
"La UMA reduce horas y bibliotecas con apertura extraordinaria para los exámenes","0"
"Pide un plato repugnante pero auténtico sólo para impresionar al camarero del restaurante chino","1"
"Dios planea una segunda venida de Cristo para que convenza a la Iglesia de que tiene que pagar el IBI","1"
"Catalunya torna a la fase zero després d’un rebrot d’independentisme","1"
"“Dar un móvil a un bebé es echar gasolina al fuego”: en el futuro de las relaciones ganará el cara a cara","0"
"Robado en Canadá el retrato más icónico de Winston Churchill","0"
"Sánchez irrita a los fiscales al dar a entender que les hace un «mortadelo» siempre que le apetece","1"
"Clínica Dr. Nebro: trato personalizado e innovación en oftalmología y cirugía visual","0"
"¿Rick, por qué le mentiste a tu hija?","0"
"Cómo Egipto ha erradicado una devastadora epidemia de hepatitis C y ahora ayuda al resto de África","0"
"El abogado de Daniel Sancho, tras su primera noche en prisión: “Él sabe lo que hizo, quiere planear cómo vivir aquí dentro”","0"
"Felipe VI traslada su residencia de verano a Magaluf","1"
"Así serán las urnas para votar el 1-O","1"
"El 80% de los españoles ya ha decidido adónde le gustaría haber ido de vacaciones","1"
"La retórica y la sustancia","0"
"Liz Lemon, la más lista de la clase","0"
"La gravedad terrestre se toma cinco minutos de descanso","1"
"Mañueco acusa a Sánchez de dar ""privilegios económicos"" a sus socios para lograr la Generalitat","0"
"Los americanos temen que alguien que piensa como ellos llegue a la presidencia del país","1"
"Newtral y Maldita.es piden que se deje de usar su servicio de ‘factchecking’ durante las discusiones de pareja","1"
"Davidovich no competirá en el doble masculino en París","0"
" A tu cuarto.","0"
"Asfixia por accidente a su compañera de habitación de 96 años en una residencia de Valencia","0"
"Oh, vacaciones familiares.","0"
"El desencanto","0"
"Biden, Trump y la discriminación por edad","0"
"Audiencias: Iker Jiménez investiga la desaparición de cientos de miles de catalanes durante la Diada","1"
"La lucha contra el cáncer de piel en Fuengirola, reconocida a nivel europeo","0"
"Una madre descubre que su casa en realidad sí es un hotel y por eso sus hijos entran y salen cuando quieren","1"
"Carles Puigdemont podrà tornar a Espanya si compra el bitllet a la web de Renfe","1"
"El ‘caso Stormy Daniels’: un juicio convertido en una prueba de lealtad trumpista","0"
"Análisis en profundidad de la Selección turca","1"
" ¿Aparentar qué?","0"
"Local Police in Malaga get a new look with short-sleeve polo shirts and berets for some","0"
"La Fiscalía del Supremo rechaza la absolución de un cura acusado de pederastia en el seminario de Toledo","0"
"El viaje al infierno comienza en Roma","0"
"Científicos de la Universidad de Cambridge confirman que los españoles no pueden aprender inglés","1"
"Las siete decisiones más importantes que tendrás que tomar en Black Mirror Bandersnach","1"
"Estos son los pollos asados que tienes que probar en Málaga sí o sí","0"
"Chalecos amarillos: el accesorio más «in» que triunfa en Francia","1"
"«Dale una vuelta», ordena una embarazada al ginecólogo al ver el feto en la ecografía","1"
"Es un trabajo difícil, Morty. Hiciste lo mejor que pudiste.","0"
"Rato se atreve al fin a cantar rap ahora que irá a la cárcel igualmente","1"
"El presidente de ADIF niega ante la comisión de investigación amaños para la 'trama Koldo'","0"
"¿Y qué tal están los ‘poetas torturados’ de Taylor Swift?","0"
